^AthleteID^|^ActivityID^|^StartTime^|^TotalElapsedTime^|^TotalDistanceMeters^|^MaxSpeedMPH^|^MeasuredTime^|^Latitude^|^Longitude^|^AltitudeMeters^|^DistanceMeters^|^CurrentSpeedMPH^|^CurrentGrade^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:52:50^|^47.664791^|^-122.041852^|^120.1^|^761.9^|^8.7^|^1.9^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:52:51^|^47.664816^|^-122.041891^|^120.1^|^765.9^|^8.7^|^1.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:52:52^|^47.664839^|^-122.041933^|^120.2^|^770.0^|^8.7^|^1.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:52:53^|^47.664859^|^-122.041977^|^120.2^|^774.0^|^8.9^|^1.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:52:54^|^47.664878^|^-122.042027^|^120.3^|^778.2^|^9.2^|^0.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:52:55^|^47.664895^|^-122.042078^|^120.3^|^782.5^|^9.2^|^1.1^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:52:56^|^47.664914^|^-122.042129^|^120.3^|^786.9^|^9.4^|^0.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:52:57^|^47.664934^|^-122.042181^|^120.4^|^791.4^|^9.6^|^0.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:52:58^|^47.664952^|^-122.042231^|^120.4^|^795.7^|^9.6^|^0.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:52:59^|^47.66497^|^-122.042279^|^120.4^|^799.8^|^9.6^|^0.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:00^|^47.66499^|^-122.042324^|^120.4^|^803.9^|^9.6^|^0.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:01^|^47.665012^|^-122.042372^|^120.5^|^808.2^|^9.6^|^0.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:02^|^47.665033^|^-122.042422^|^120.5^|^812.6^|^9.4^|^1.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:03^|^47.665053^|^-122.042469^|^120.5^|^816.8^|^9.4^|^1.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:04^|^47.665076^|^-122.042514^|^120.6^|^821.0^|^9.4^|^1.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:05^|^47.665102^|^-122.042559^|^120.7^|^825.5^|^9.6^|^6.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:06^|^47.665131^|^-122.042598^|^120.8^|^829.8^|^9.6^|^7.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:07^|^47.665163^|^-122.042625^|^121.6^|^834.0^|^9.6^|^8.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:08^|^47.665197^|^-122.042638^|^121.9^|^837.8^|^9.4^|^9.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:09^|^47.665233^|^-122.042633^|^122.1^|^841.8^|^9.4^|^6.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:10^|^47.66527^|^-122.042614^|^122.4^|^846.2^|^9.2^|^5.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:11^|^47.665306^|^-122.042588^|^122.6^|^850.6^|^9.4^|^6.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:12^|^47.665341^|^-122.042558^|^122.9^|^855.2^|^9.4^|^5.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:13^|^47.665376^|^-122.042527^|^123.2^|^859.6^|^9.8^|^6.1^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:14^|^47.66541^|^-122.042497^|^123.4^|^864.1^|^10.1^|^5.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:15^|^47.665447^|^-122.042469^|^123.7^|^868.7^|^10.1^|^5.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:16^|^47.665481^|^-122.042444^|^123.9^|^872.9^|^10.1^|^5.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:17^|^47.665514^|^-122.042422^|^124.1^|^877.0^|^9.8^|^4.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:18^|^47.665548^|^-122.042403^|^124.3^|^881.0^|^9.6^|^4.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:19^|^47.66558^|^-122.042388^|^124.4^|^884.7^|^9.2^|^4.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:20^|^47.665612^|^-122.042377^|^124.6^|^888.4^|^8.7^|^4.1^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:21^|^47.665644^|^-122.04237^|^124.8^|^892.0^|^8.5^|^4.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:22^|^47.665677^|^-122.042362^|^124.9^|^895.7^|^8.3^|^4.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:23^|^47.665709^|^-122.042354^|^125.1^|^899.3^|^8.3^|^4.1^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:24^|^47.665742^|^-122.042345^|^125.3^|^903.0^|^8.3^|^4.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:25^|^47.665776^|^-122.04234^|^125.4^|^906.8^|^8.3^|^4.1^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:26^|^47.665807^|^-122.042337^|^125.6^|^910.3^|^8.3^|^3.9^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:27^|^47.665841^|^-122.042335^|^125.7^|^914.0^|^8.3^|^4.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:28^|^47.665878^|^-122.042334^|^125.9^|^918.2^|^8.5^|^4.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:29^|^47.665912^|^-122.042334^|^126.1^|^922.0^|^8.5^|^4.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:30^|^47.665948^|^-122.04233^|^126.3^|^925.9^|^8.5^|^4.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:31^|^47.665984^|^-122.042328^|^126.4^|^930.0^|^8.7^|^3.9^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:32^|^47.666019^|^-122.042328^|^126.6^|^933.9^|^8.9^|^4.1^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:33^|^47.666051^|^-122.042327^|^126.7^|^937.5^|^8.7^|^4.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:34^|^47.666081^|^-122.042324^|^126.9^|^940.7^|^8.3^|^3.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:35^|^47.66611^|^-122.042321^|^127.0^|^944.0^|^8.1^|^3.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:36^|^47.666141^|^-122.042318^|^127.1^|^947.4^|^7.8^|^2.9^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:37^|^47.666172^|^-122.042315^|^127.2^|^950.9^|^7.6^|^3.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:38^|^47.666202^|^-122.042313^|^127.3^|^954.3^|^7.6^|^3.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:39^|^47.666236^|^-122.042314^|^127.5^|^958.0^|^7.8^|^3.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:40^|^47.666271^|^-122.042317^|^127.6^|^961.9^|^8.1^|^2.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:41^|^47.666305^|^-122.042319^|^127.7^|^965.8^|^8.3^|^2.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:42^|^47.666339^|^-122.042321^|^127.7^|^969.5^|^8.3^|^2.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:43^|^47.666371^|^-122.042322^|^127.8^|^973.1^|^8.5^|^1.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:44^|^47.666403^|^-122.042321^|^127.9^|^976.6^|^8.3^|^1.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:45^|^47.666437^|^-122.042318^|^127.9^|^980.4^|^8.3^|^0.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:46^|^47.666472^|^-122.042315^|^127.9^|^984.4^|^8.3^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:47^|^47.666509^|^-122.042311^|^127.9^|^988.4^|^8.5^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:48^|^47.666543^|^-122.042307^|^127.9^|^992.3^|^8.5^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:49^|^47.666581^|^-122.042303^|^127.9^|^996.4^|^8.9^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:50^|^47.666619^|^-122.042299^|^127.9^|^1000.7^|^9.2^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:51^|^47.666657^|^-122.042295^|^127.9^|^1004.9^|^9.2^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:52^|^47.666694^|^-122.042291^|^127.9^|^1009.0^|^9.2^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:53^|^47.66673^|^-122.04229^|^127.9^|^1013.0^|^9.2^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:54^|^47.666767^|^-122.042289^|^127.9^|^1017.2^|^9.4^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:55^|^47.666807^|^-122.042286^|^127.9^|^1021.6^|^9.4^|^0.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:56^|^47.666844^|^-122.042282^|^127.9^|^1025.7^|^9.4^|^0.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:57^|^47.66688^|^-122.042279^|^128.0^|^1029.7^|^9.2^|^0.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:58^|^47.666917^|^-122.042275^|^128.0^|^1033.9^|^9.4^|^1.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:53:59^|^47.666956^|^-122.042272^|^128.0^|^1038.2^|^9.4^|^1.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:54:00^|^47.666994^|^-122.042271^|^128.1^|^1042.5^|^9.4^|^1.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:54:01^|^47.667033^|^-122.042269^|^128.2^|^1046.8^|^9.4^|^1.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:54:02^|^47.667071^|^-122.042265^|^128.2^|^1051.0^|^9.6^|^1.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:54:03^|^47.667106^|^-122.04226^|^128.3^|^1054.9^|^9.4^|^1.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:54:04^|^47.66714^|^-122.042253^|^128.4^|^1058.8^|^9.2^|^2.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:54:05^|^47.667178^|^-122.042241^|^128.5^|^1063.1^|^9.2^|^2.9^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:54:06^|^47.667216^|^-122.042225^|^128.6^|^1067.5^|^9.2^|^2.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:54:07^|^47.667257^|^-122.04221^|^128.8^|^1072.1^|^9.4^|^3.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:54:08^|^47.667295^|^-122.042196^|^128.9^|^1076.5^|^9.6^|^3.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:54:09^|^47.667327^|^-122.042185^|^129.1^|^1080.2^|^9.6^|^3.9^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:54:10^|^47.667359^|^-122.042176^|^129.2^|^1083.7^|^9.2^|^4.9^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:54:11^|^47.667391^|^-122.042168^|^129.4^|^1087.4^|^8.9^|^5.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:54:12^|^47.667422^|^-122.042162^|^129.6^|^1090.9^|^8.5^|^5.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:54:14^|^47.66747^|^-122.04215^|^129.9^|^1096.3^|^7.2^|^5.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:54:16^|^47.667515^|^-122.042137^|^130.2^|^1101.4^|^6.3^|^5.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:54:18^|^47.667543^|^-122.04213^|^130.3^|^1104.5^|^5.1^|^5.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:54:25^|^47.667572^|^-122.042142^|^130.5^|^1107.9^|^1.6^|^4.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:54:30^|^47.667605^|^-122.042128^|^130.7^|^1111.6^|^1.3^|^4.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:54:36^|^47.667647^|^-122.042132^|^130.9^|^1116.3^|^1.8^|^4.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:54:38^|^47.667692^|^-122.042147^|^131.1^|^1121.5^|^2.7^|^4.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:54:39^|^47.667719^|^-122.042168^|^131.3^|^1124.9^|^3.4^|^5.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:54:40^|^47.667747^|^-122.042206^|^131.5^|^1129.1^|^4.0^|^5.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:54:41^|^47.66777^|^-122.042254^|^131.8^|^1133.5^|^7.6^|^5.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:54:42^|^47.667787^|^-122.042308^|^132.0^|^1138.0^|^8.1^|^5.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:54:43^|^47.667798^|^-122.042363^|^132.2^|^1142.3^|^9.4^|^4.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:54:44^|^47.667808^|^-122.042414^|^132.4^|^1146.3^|^9.6^|^5.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:54:45^|^47.667818^|^-122.042464^|^132.6^|^1150.2^|^9.4^|^5.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:54:46^|^47.667827^|^-122.042513^|^132.8^|^1154.0^|^9.2^|^5.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:54:47^|^47.667834^|^-122.042562^|^133.0^|^1157.8^|^8.9^|^5.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:54:48^|^47.667841^|^-122.042612^|^133.2^|^1161.7^|^8.7^|^5.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:54:49^|^47.667849^|^-122.042661^|^133.4^|^1165.4^|^8.5^|^5.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:54:50^|^47.667855^|^-122.042702^|^133.6^|^1168.6^|^8.3^|^5.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:54:51^|^47.667859^|^-122.042745^|^133.7^|^1171.8^|^8.1^|^5.1^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:54:52^|^47.667863^|^-122.042794^|^133.9^|^1175.6^|^8.1^|^5.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:54:53^|^47.667868^|^-122.042842^|^134.1^|^1179.2^|^7.8^|^4.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:54:54^|^47.667875^|^-122.042888^|^134.3^|^1182.7^|^7.8^|^4.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:54:56^|^47.667895^|^-122.042956^|^134.5^|^1188.3^|^7.4^|^4.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:54:58^|^47.667926^|^-122.043025^|^134.8^|^1194.5^|^6.9^|^4.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:54:59^|^47.66794^|^-122.043075^|^135.0^|^1198.6^|^7.2^|^5.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:55:00^|^47.66795^|^-122.043125^|^135.2^|^1202.5^|^7.4^|^5.1^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:55:01^|^47.66796^|^-122.043172^|^135.4^|^1206.2^|^8.1^|^5.1^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:55:02^|^47.667967^|^-122.043223^|^135.6^|^1210.1^|^8.1^|^5.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:55:03^|^47.667971^|^-122.043277^|^135.8^|^1214.2^|^8.7^|^4.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:55:04^|^47.667974^|^-122.04332^|^136.0^|^1217.5^|^8.5^|^5.1^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:55:06^|^47.667983^|^-122.04339^|^136.2^|^1222.8^|^7.4^|^4.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:55:07^|^47.667995^|^-122.043425^|^136.4^|^1225.8^|^6.9^|^4.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:55:08^|^47.668011^|^-122.043462^|^136.5^|^1229.0^|^6.7^|^5.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:55:09^|^47.668027^|^-122.043498^|^136.7^|^1232.3^|^6.7^|^4.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:55:11^|^47.668056^|^-122.043561^|^137.0^|^1238.0^|^6.7^|^5.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:55:12^|^47.668066^|^-122.043599^|^137.1^|^1241.1^|^6.9^|^5.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:55:13^|^47.668074^|^-122.043638^|^137.3^|^1244.1^|^6.7^|^5.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:55:14^|^47.668082^|^-122.04368^|^137.5^|^1247.4^|^6.7^|^5.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:55:15^|^47.668092^|^-122.043723^|^137.7^|^1250.8^|^6.9^|^5.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:55:16^|^47.668102^|^-122.043762^|^137.8^|^1253.9^|^7.2^|^5.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:55:17^|^47.668112^|^-122.043802^|^138.0^|^1257.1^|^7.2^|^4.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:55:18^|^47.668122^|^-122.043842^|^138.2^|^1260.3^|^7.2^|^5.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:55:19^|^47.668129^|^-122.043884^|^138.3^|^1263.6^|^7.2^|^5.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:55:20^|^47.668135^|^-122.043929^|^138.5^|^1267.0^|^7.2^|^5.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:55:21^|^47.668141^|^-122.043972^|^138.7^|^1270.4^|^7.4^|^5.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:55:22^|^47.668148^|^-122.044014^|^138.9^|^1273.6^|^7.4^|^5.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:55:23^|^47.668158^|^-122.044053^|^139.0^|^1276.8^|^7.4^|^5.1^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:55:24^|^47.66817^|^-122.04409^|^139.2^|^1279.8^|^7.2^|^4.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:55:26^|^47.668194^|^-122.044164^|^139.5^|^1286.0^|^6.9^|^5.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:55:27^|^47.668203^|^-122.044203^|^139.6^|^1289.1^|^6.9^|^4.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:55:28^|^47.668211^|^-122.044244^|^139.8^|^1292.3^|^6.9^|^4.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 10:55:29^|^47.66822^|^-122.044286^|^139.9^|^1295.6^|^7.2^|^4.7^
